iter	MultiClass
838	0.02590434587
839	0.02589258503
840	0.02588180275
841	0.0258661339
842	0.02585736203
843	0.02583619099
844	0.02582161634
845	0.02580144171
846	0.02577991151
847	0.02575155468
848	0.02572889813
849	0.0257145801
850	0.0257020394
851	0.02568096903
852	0.02566388401
853	0.02564584033
854	0.02563850863
855	0.02562510225
856	0.02560024022
857	0.02557571656
858	0.02556064151
859	0.02554614891
860	0.02553646143
861	0.02552914852
862	0.02551181618
863	0.02549886255
864	0.02548672049
865	0.02547263728
866	0.02545213079
867	0.02543975673
868	0.02543081089
869	0.02541173316
870	0.02540149712
871	0.02538877706
872	0.02537044795
873	0.02535877175
874	0.02534149841
875	0.02532979564
876	0.02531007377
877	0.02528658423
878	0.02527722482
879	0.02525785314
880	0.02523951022
881	0.02522616822
882	0.02520575823
883	0.0251890398
884	0.02517777777
885	0.0251561704
886	0.02513758481
887	0.02512744927
888	0.02511843303
889	0.02510070858
890	0.02508710734
891	0.02507625337
892	0.02505514771
893	0.02504624718
894	0.02503244602
895	0.02501158857
896	0.02500243609
897	0.0249853406
898	0.02496166077
899	0.02495080936
900	0.02494184629
901	0.02491975261
902	0.02490764989
903	0.02488080583
904	0.02486563603
905	0.02484233489
906	0.0248315913
907	0.02482026646
908	0.0248108429
909	0.02480362761
910	0.02478994369
911	0.0247708755
912	0.02475589295
913	0.02474020545
914	0.02472726955
915	0.02471430628
916	0.02469714448
917	0.02468044215
918	0.02467268982
919	0.02464955406
920	0.02462959228
921	0.02461037492
922	0.02460241663
923	0.02457793144
924	0.02456624124
925	0.02455902553
926	0.02454506844
927	0.02453270169
928	0.02452584964
929	0.02451736461
930	0.02450398451
931	0.02449253927
932	0.02448027684
933	0.02446498307
934	0.02445567047
935	0.02444584973
936	0.02442680247
937	0.02441383616
938	0.02439572627
939	0.02438337045
940	0.02437471629
941	0.02435601191
942	0.02431767215
943	0.02429961687
944	0.02429001416
945	0.02428056475
946	0.02426377741
947	0.02424603216
948	0.02422658305
949	0.02421349944
950	0.02419560782
951	0.02418817404
952	0.02416939715
953	0.02415275344
954	0.02413636195
955	0.02411710497
956	0.02409644981
957	0.02408005453
958	0.02405946254
959	0.02404658651
960	0.02403408603
961	0.02401859117
962	0.02401214343
963	0.02399611703
964	0.02398188153
965	0.02396763599
966	0.02395880401
967	0.02394962365
968	0.02393152882
969	0.02391900984
970	0.02389984901
971	0.02386134963
972	0.02385077608
973	0.02382832762
974	0.0238147162
975	0.02380467451
976	0.02379826583
977	0.02378223797
978	0.0237700926
979	0.02376151206
980	0.02373775755
981	0.0237257361
982	0.02371356158
983	0.0237046058
984	0.02369459654
985	0.02368502728
986	0.02367665685
987	0.02366593963
988	0.02366046312
989	0.02365314487
990	0.02364200881
991	0.02363070868
992	0.02362173258
993	0.02361163893
994	0.0236015964
995	0.02359267023
996	0.02358366829
997	0.02357410279
998	0.02356023651
999	0.02355240262
