,order_id,customer_id,order_date,is_canceled,number_of_paid_orders_before
293,293,48645,2016-01-10 05:02:26,0,30
294,294,48645,2016-01-10 05:12:54,0,31
295,295,22557,2016-01-10 07:42:32,0,21
296,296,19595,2016-01-10 08:11:15,0,24
297,297,38473,2016-01-10 08:39:36,0,56
298,298,38473,2016-01-10 08:59:40,0,57
299,299,18025,2016-01-10 12:02:30,0,22
300,300,52642,2016-01-10 13:17:24,0,9
301,301,11756,2016-01-10 14:54:14,0,37
302,302,58679,2016-01-10 15:10:00,0,0
303,303,31798,2016-01-10 16:00:07,0,11
304,304,12220,2016-01-10 17:17:48,0,189
305,305,12220,2016-01-10 17:23:52,0,190
306,306,22814,2016-01-10 17:24:52,0,9
307,307,21559,2016-01-10 18:36:56,1,21
308,308,55958,2016-01-10 18:39:11,0,2
309,309,46467,2016-01-10 18:40:16,0,4
310,310,37656,2016-01-10 18:42:20,0,12
311,311,56608,2016-01-10 19:22:51,0,9
312,312,57966,2016-01-10 19:36:29,0,1
313,313,55596,2016-01-10 20:03:36,0,1
314,314,49914,2016-01-10 20:16:46,0,6
315,315,56608,2016-01-10 20:36:41,0,10
316,316,41366,2016-01-10 21:19:40,0,13
317,317,37656,2016-01-10 21:52:52,0,13
318,318,58689,2016-01-10 22:23:12,0,0
319,319,56590,2016-01-10 22:32:45,0,1
320,320,58120,2016-01-11 00:15:02,0,1
321,321,44266,2016-01-11 01:51:18,1,4
322,322,52517,2016-01-11 02:11:34,0,7
323,323,53484,2016-01-11 02:35:34,0,11
324,324,53484,2016-01-11 02:41:59,0,12
325,325,56229,2016-01-11 03:29:18,0,1
326,326,46962,2016-01-11 03:48:05,0,13
327,327,58619,2016-01-11 04:23:34,0,1
328,328,56584,2016-01-11 04:57:18,0,18
329,329,44531,2016-01-11 05:41:39,0,35
330,330,58500,2016-01-11 06:31:34,0,3
331,331,58500,2016-01-11 06:39:27,0,4
332,332,24707,2016-01-11 07:45:59,0,9
333,333,12220,2016-01-11 09:52:25,0,191
334,334,58344,2016-01-11 11:43:45,0,3
335,335,50166,2016-01-11 11:53:05,0,7
336,336,52639,2016-01-11 12:00:39,0,24
337,337,54198,2016-01-11 13:30:52,0,3
338,338,15551,2016-01-11 13:55:54,0,35
339,339,19595,2016-01-11 14:32:28,0,25
340,340,58364,2016-01-11 15:46:51,0,3
341,341,52639,2016-01-11 16:29:42,1,25
342,342,57285,2016-01-11 17:28:29,0,1
343,343,9948,2016-01-11 17:45:13,0,181
344,344,18893,2016-01-11 18:17:51,0,1
345,345,57584,2016-01-11 18:27:12,1,7
346,346,58609,2016-01-11 19:00:42,0,1
347,347,38279,2016-01-11 19:15:10,0,23
348,348,46574,2016-01-11 19:53:36,0,14
349,349,38005,2016-01-11 20:30:21,0,2
350,350,16825,2016-01-11 20:42:00,0,5
351,351,12220,2016-01-11 20:50:12,0,192
352,352,12220,2016-01-11 20:57:27,0,193
353,353,12220,2016-01-11 21:14:34,0,194
354,354,12220,2016-01-11 21:31:53,0,195
355,355,46574,2016-01-11 22:06:15,0,15
356,356,46676,2016-01-11 22:39:52,0,7
357,357,39316,2016-01-11 23:01:10,0,18
358,358,41343,2016-01-11 23:30:32,0,53
359,359,41343,2016-01-11 23:42:17,0,54
360,360,46261,2016-01-11 23:50:30,1,10
361,361,46261,2016-01-11 23:52:09,1,11
362,362,36035,2016-01-12 00:02:20,0,11
363,363,46676,2016-01-12 00:08:46,0,8
364,364,46574,2016-01-12 00:09:08,0,16
365,365,46142,2016-01-12 00:28:18,0,17
366,366,46574,2016-01-12 00:28:20,0,17
367,367,14673,2016-01-12 00:45:16,0,13
368,368,14673,2016-01-12 01:16:35,1,14
369,369,58750,2016-01-12 01:25:12,0,0
370,370,57572,2016-01-12 01:35:48,0,0
371,371,54745,2016-01-12 02:25:32,0,15
372,372,21314,2016-01-12 02:50:27,0,19
373,373,39081,2016-01-12 03:01:58,0,5
374,374,58060,2016-01-12 03:21:21,0,2
375,375,22806,2016-01-12 04:03:36,0,25
376,376,9701,2016-01-12 04:09:29,0,11
377,377,19374,2016-01-12 04:23:42,0,7
378,378,50250,2016-01-12 04:58:24,0,17
379,379,44531,2016-01-12 07:15:23,0,36
380,380,42808,2016-01-12 07:41:03,0,22
381,381,55863,2016-01-12 08:08:44,0,2
382,382,12220,2016-01-12 08:13:42,0,196
383,383,55863,2016-01-12 09:12:38,0,3
384,384,55863,2016-01-12 09:33:39,0,4
385,385,58767,2016-01-12 10:48:47,0,0
386,386,58767,2016-01-12 13:01:22,0,1
387,387,56277,2016-01-12 13:27:50,0,2
388,388,56279,2016-01-12 13:38:40,0,1
389,389,57831,2016-01-12 14:42:02,0,0
390,390,21936,2016-01-12 15:06:59,0,22
391,391,10598,2016-01-12 16:23:22,0,6
392,392,42654,2016-01-12 16:40:37,0,4
393,393,37073,2016-01-12 16:50:57,0,85
394,394,37073,2016-01-12 17:01:53,0,86
395,395,52639,2016-01-12 17:11:06,0,26
396,396,12607,2016-01-12 17:15:42,0,7
397,397,34506,2016-01-12 17:25:55,0,13
398,398,58792,2016-01-12 17:44:47,0,0
399,399,56608,2016-01-12 18:24:31,0,11
400,400,34104,2016-01-12 18:25:14,0,5
401,401,34104,2016-01-12 18:42:23,0,6
402,402,52639,2016-01-12 19:16:11,0,27
403,403,12220,2016-01-12 20:45:06,0,197
404,404,12220,2016-01-12 20:47:32,0,198
405,405,37170,2016-01-12 20:49:50,0,105
406,406,46574,2016-01-12 21:00:10,0,18
407,407,53119,2016-01-12 21:53:30,0,4
408,408,12280,2016-01-12 22:31:08,0,6
409,409,57254,2016-01-12 22:49:08,0,2
410,410,55286,2016-01-12 23:17:15,0,25
411,411,58806,2016-01-13 00:02:16,0,0
412,412,58805,2016-01-13 00:05:57,0,0
413,413,58561,2016-01-13 00:34:32,0,1
414,414,41343,2016-01-13 00:50:02,0,55
415,415,19374,2016-01-13 00:59:13,0,8
416,416,41343,2016-01-13 01:00:04,0,56
417,417,53016,2016-01-13 01:09:12,0,4
418,418,44848,2016-01-13 02:20:25,0,22
419,419,58806,2016-01-13 02:27:50,0,1
420,420,57584,2016-01-13 03:26:08,0,8
421,421,9736,2016-01-13 03:51:13,0,38
422,422,35463,2016-01-13 03:54:28,0,6
423,423,9736,2016-01-13 04:18:25,0,39
424,424,12007,2016-01-13 06:20:08,0,37
425,425,35478,2016-01-13 07:54:51,0,10
426,426,58787,2016-01-13 08:59:16,0,0
427,427,29180,2016-01-13 10:53:29,1,4
428,428,55432,2016-01-13 11:04:54,0,1
429,429,55401,2016-01-13 11:33:03,0,2
430,430,22974,2016-01-13 11:51:44,0,3
431,431,22974,2016-01-13 11:54:37,0,4
432,432,58845,2016-01-13 13:06:23,0,0
433,433,56950,2016-01-13 13:16:26,0,1
434,434,45588,2016-01-13 13:29:48,0,4
435,435,37361,2016-01-13 14:03:37,0,41
436,436,58060,2016-01-13 14:10:41,0,3
437,437,57254,2016-01-13 14:21:26,0,3
438,438,37331,2016-01-13 14:44:58,0,24
439,439,58364,2016-01-13 14:55:37,0,4
440,440,10598,2016-01-13 15:01:25,0,7
441,441,24860,2016-01-13 16:36:25,0,11
442,442,55557,2016-01-13 16:41:27,0,3
443,443,9948,2016-01-13 17:06:37,0,182
444,444,52374,2016-01-13 17:22:58,0,1
445,445,42625,2016-01-13 17:30:51,0,7
446,446,9948,2016-01-13 17:40:15,0,183
447,447,45042,2016-01-13 17:45:25,0,3
448,448,57811,2016-01-13 17:57:24,0,3
449,449,39718,2016-01-13 18:10:31,0,11
450,450,9047,2016-01-13 18:17:50,0,10
451,451,58858,2016-01-13 18:40:21,0,0
452,452,18505,2016-01-13 18:42:24,0,8
453,453,16709,2016-01-13 19:17:06,0,7
454,454,31857,2016-01-13 19:40:12,0,15
455,455,58807,2016-01-13 19:59:13,0,0
456,456,40492,2016-01-13 20:05:58,0,18
457,457,58807,2016-01-13 20:24:35,0,1
458,458,58376,2016-01-13 20:26:32,0,0
459,459,31758,2016-01-13 20:50:17,0,27
460,460,58807,2016-01-13 21:01:52,0,2
461,461,58866,2016-01-13 21:47:11,1,0
462,462,16709,2016-01-13 21:58:35,0,8
463,463,58867,2016-01-13 22:42:42,0,0
464,464,22797,2016-01-13 22:46:41,0,4
465,465,58872,2016-01-14 00:12:11,0,0
466,466,46142,2016-01-14 00:14:23,0,18
467,467,38473,2016-01-14 00:25:15,0,58
468,468,37665,2016-01-14 01:22:51,0,17
469,469,56384,2016-01-14 01:33:23,0,1
470,470,48596,2016-01-14 01:47:51,0,2
471,471,30968,2016-01-14 01:53:35,1,8
472,472,17705,2016-01-14 02:09:46,0,5
473,473,56161,2016-01-14 02:11:03,0,3
474,474,50334,2016-01-14 02:57:28,0,6
475,475,37170,2016-01-14 02:57:58,0,106
476,476,31758,2016-01-14 03:08:26,0,28
477,477,58878,2016-01-14 04:20:50,0,0
478,478,53016,2016-01-14 04:26:59,0,5
479,479,8164,2016-01-14 05:52:18,0,10
480,480,46603,2016-01-14 05:58:46,0,11
481,481,46574,2016-01-14 07:14:19,0,19
482,482,28057,2016-01-14 07:16:05,0,1
483,483,58883,2016-01-14 08:40:33,0,0
484,484,51494,2016-01-14 09:12:38,0,1
485,485,58376,2016-01-14 11:02:36,0,1
486,486,37361,2016-01-14 11:28:31,0,42
487,487,58899,2016-01-14 12:23:06,0,0
488,488,58356,2016-01-14 13:42:57,0,1
489,489,30604,2016-01-14 15:55:26,0,1
490,490,58917,2016-01-14 17:17:31,0,0
491,491,52374,2016-01-14 19:04:37,0,2
492,492,58923,2016-01-14 19:32:37,0,0
493,493,32035,2016-01-14 20:08:04,0,25
494,494,28806,2016-01-14 20:22:56,0,8
495,495,56950,2016-01-14 20:24:40,0,2
496,496,12220,2016-01-14 20:48:43,0,199
497,497,58795,2016-01-14 21:31:42,0,0
498,498,52506,2016-01-14 22:38:21,0,11
499,499,56950,2016-01-14 23:03:11,0,3
500,500,20466,2016-01-14 23:09:32,0,1
501,501,37361,2016-01-14 23:27:22,1,43
502,502,39081,2016-01-14 23:34:27,0,6
503,503,55863,2016-01-14 23:38:23,0,5
504,504,37361,2016-01-15 00:29:51,0,44
505,505,40981,2016-01-15 01:05:46,1,4
506,506,22557,2016-01-15 01:32:48,0,22
507,507,46818,2016-01-15 01:46:29,0,2
508,508,44010,2016-01-15 01:49:53,0,15
509,509,44010,2016-01-15 01:54:40,0,16
510,510,44531,2016-01-15 02:11:22,0,37
511,511,24408,2016-01-15 02:57:25,0,17
512,512,37170,2016-01-15 03:30:53,0,107
513,513,44794,2016-01-15 03:39:45,0,29
514,514,55838,2016-01-15 03:39:58,0,3
515,515,37170,2016-01-15 03:42:14,0,108
516,516,22839,2016-01-15 03:45:28,0,9
517,517,18893,2016-01-15 04:09:52,0,2
518,518,51478,2016-01-15 05:26:04,0,7
519,519,20061,2016-01-15 05:42:00,0,5
520,520,17707,2016-01-15 06:03:20,0,17
521,521,54198,2016-01-15 10:19:16,0,4
522,522,45004,2016-01-15 10:26:30,0,57
523,523,45004,2016-01-15 10:30:01,0,58
524,524,31092,2016-01-15 11:08:06,0,13
525,525,31798,2016-01-15 12:55:50,0,12
526,526,37361,2016-01-15 12:59:04,0,45
527,527,49366,2016-01-15 12:59:06,0,2
528,528,37361,2016-01-15 13:07:04,0,46
529,529,49366,2016-01-15 13:13:37,0,3
530,530,37361,2016-01-15 13:23:45,1,47
531,531,58845,2016-01-15 13:44:45,0,1
532,532,37361,2016-01-15 13:48:38,0,48
533,533,58986,2016-01-15 14:57:30,0,0
534,534,58748,2016-01-15 16:22:12,0,0
535,535,49111,2016-01-15 16:39:24,0,2
536,536,58995,2016-01-15 16:52:24,0,0
537,537,9948,2016-01-15 17:38:00,0,184
538,538,58999,2016-01-15 18:48:04,0,0
539,539,48254,2016-01-15 18:55:15,0,5
540,540,53490,2016-01-15 20:19:42,0,11
541,541,59001,2016-01-15 20:47:40,0,0
542,542,46574,2016-01-15 21:56:25,0,20
543,543,57279,2016-01-15 23:04:21,0,2
544,544,15111,2016-01-16 01:10:21,0,24
545,545,42626,2016-01-16 01:10:35,0,16
546,546,21861,2016-01-16 01:48:51,1,8
547,547,15111,2016-01-16 01:49:39,1,25
548,548,7939,2016-01-16 01:49:51,0,18
549,549,40125,2016-01-16 01:59:29,0,8
550,550,52922,2016-01-16 02:02:58,1,4
551,551,40744,2016-01-16 03:20:49,0,12
552,552,9701,2016-01-16 04:12:16,0,12
553,553,9701,2016-01-16 04:52:36,0,13
554,554,31896,2016-01-16 05:21:18,0,16
555,555,41125,2016-01-16 05:43:31,0,38
556,556,41125,2016-01-16 05:54:05,0,39
557,557,15111,2016-01-16 06:13:44,0,26
558,558,41125,2016-01-16 06:15:14,0,40
559,559,55401,2016-01-16 08:12:54,0,3
560,560,55401,2016-01-16 08:40:43,0,4
561,561,16709,2016-01-16 11:29:31,0,9
562,562,59027,2016-01-16 11:30:07,0,0
563,563,11871,2016-01-16 11:30:21,0,1
564,564,58845,2016-01-16 11:47:20,0,2
565,565,59037,2016-01-16 13:54:29,0,0
566,566,58591,2016-01-16 15:03:19,0,1
567,567,48459,2016-01-16 15:55:26,0,23
568,568,15551,2016-01-16 17:24:52,0,36
569,569,59046,2016-01-16 18:24:16,0,0
570,570,46818,2016-01-16 18:48:31,0,3
571,571,59055,2016-01-16 22:08:10,0,0
572,572,53917,2016-01-16 23:47:34,0,4
573,573,23318,2016-01-17 00:32:59,0,23
574,574,30755,2016-01-17 00:45:23,0,19
575,575,55286,2016-01-17 01:48:09,0,26
576,576,17394,2016-01-17 02:20:07,0,38
577,577,59037,2016-01-17 03:15:52,0,1
578,578,38906,2016-01-17 03:52:46,0,2
579,579,58807,2016-01-17 04:58:38,0,3
