109,5380606,11,2016,21
110,1418670,12,2016,21
111,6916262,1,2016,21
112,651387,2,2016,21
113,7186288,3,2016,21
114,8531516,4,2016,21
115,1608922,5,2017,21
116,2712692,6,2017,21
117,1299676,7,2017,21
118,494003,8,2017,21
119,5961094,9,2017,21
120,2402475,10,2017,21
121,4039725,11,2017,21
122,3738440,12,2017,21
123,3711231,1,2017,21
124,798499,2,2017,21
125,2126168,3,2017,21
126,1033142,4,2017,21
127,1603661,5,2018,21
128,5501783,6,2018,21
129,7419086,7,2018,21
130,628889,8,2018,21
131,4819313,9,2018,21
132,759495,10,2018,21
133,1215873,11,2018,21
134,6405514,12,2018,21
135,2181739,1,2018,21
136,5525475,2,2018,21
137,3638291,3,2018,21
138,4521383,4,2018,21
139,1732121,5,2019,21
140,4950227,6,2019,21
141,1259794,7,2019,21
142,5426351,8,2019,21
143,832403,9,2019,21
144,1542431,10,2016,23
145,5289243,11,2016,23
146,8309438,12,2016,23
147,5230711,1,2016,23
148,518275,2,2016,23
149,153581,3,2016,23
150,7320060,4,2016,23
151,5690595,5,2017,23
152,1908501,6,2017,23
153,2329164,7,2017,23
154,5049452,8,2017,23
155,3137696,9,2017,23
156,6505676,10,2017,23
157,7763686,11,2017,23
158,106823,12,2017,23
159,3585339,1,2017,23
160,1825542,2,2017,23
161,3584321,3,2017,23
162,5924062,4,2017,23
163,5137166,5,2018,23
164,3612746,6,2018,23
165,6186107,7,2018,23
166,7878182,8,2018,23
167,906755,9,2018,23
168,880185,10,2018,23
169,23214,11,2018,23
170,3033524,12,2018,23
171,1710859,1,2018,23
172,3387460,2,2018,23
173,806624,3,2018,23
174,1983273,4,2018,23
175,3011833,5,2019,23
176,2247351,6,2019,23
177,4429583,7,2019,23
178,1103651,8,2019,23
179,3214370,9,2019,23
180,5720003,10,2016,24
181,7995768,11,2016,24
182,2142429,12,2016,24
183,2839645,1,2016,24
184,6477921,2,2016,24
185,3311457,3,2016,24
186,35049665,4,2016,24
187,11663242,5,2017,24
188,6493508,6,2017,24
189,28632545,7,2017,24
190,43487571,8,2017,24
191,23384553,9,2017,24
192,6610022,10,2017,24
193,2637436,11,2017,24
194,12305414,12,2017,24
195,14541828,1,2017,24
196,83166460,2,2017,24
197,70614110,3,2017,24
198,20282384,4,2017,24
199,55525156,5,2018,24
200,33235155,6,2018,24
201,94886832,7,2018,24
202,41661539,8,2018,24
203,64167195,9,2018,24
204,1798728,10,2018,24
205,8469586,11,2018,24
206,11324792,12,2018,24
207,65576400,1,2018,24
208,25930976,2,2018,24
209,20443967,3,2018,24
210,142043039,4,2018,24
211,3111444,5,2019,24
212,41629942,6,2019,24
213,53024453,7,2019,24
214,2884417,8,2019,24
215,19829528,9,2019,24
216,34429214,10,2016,25
217,26163387,11,2016,25
218,12613078,12,2016,25
219,4621842,1,2016,25
220,26377669,2,2016,25
221,9559579,3,2016,25
222,34744252,4,2016,25
223,47362455,5,2017,25
224,21134607,6,2017,25
225,14885581,7,2017,25
226,17987934,8,2017,25
227,2759754,9,2017,25
228,26755948,10,2017,25
229,3381164,11,2017,25
230,116485436,12,2017,25
231,134053098,1,2017,25
232,5789578,2,2017,25
233,6557637,3,2017,25
234,9148312,4,2017,25
235,13951356,5,2018,25
236,22273885,6,2018,25
237,3004076,7,2018,25
238,7844008,8,2018,25
239,5308438,9,2018,25
240,4130127,10,2018,25
241,1056237,11,2018,25
242,5927620,12,2018,25
243,8333191,1,2018,25
244,5411533,2,2018,25
245,10767473,3,2018,25
246,37073693,4,2018,25
247,37438801,5,2019,25
248,16452360,6,2019,25
249,26541234,7,2019,25
250,66158983,8,2019,25
251,10218042,9,2019,25
252,8135289,10,2016,26
253,54024081,11,2016,26
254,20897104,12,2016,26
255,34202241,1,2016,26
256,20151829,2,2016,26
257,15296971,3,2016,26
258,10501009,4,2016,26
259,7009686,5,2017,26
260,15597012,6,2017,26
261,27053811,7,2017,26
262,3580903,8,2017,26
263,14179180,9,2017,26
264,3509260,10,2017,26
265,2535670,11,2017,26
266,2633203,12,2017,26
267,6177101,1,2017,26
268,30779446,2,2017,26
269,14027356,3,2017,26
270,12249930,4,2017,26
271,13524828,5,2018,26
272,13010677,6,2018,26
273,10152380,7,2018,26
274,65722991,8,2018,26
275,4331378,9,2018,26
276,15780590,10,2018,26
277,19096957,11,2018,26
278,15239888,12,2018,26
279,779474,1,2018,26
280,2378494,2,2018,26
281,8248024,3,2018,26
282,43706921,4,2018,26
283,18788530,5,2019,26
284,9235561,6,2019,26
285,4921996,7,2019,26
286,9883450,8,2019,26
287,23024030,9,2019,26
